"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-003137",36.52,"AVNDA DE LA CRUZ","AVNDA DE LA MADRID","PADRE TULLIO DR",502.0999,40,"Local","AC Improved",20083.996,"Poor",733467.53392
"SS-021705",39,"PETERLYNN DR","MARCWADE DR","PETERLYNN CT",313,36,"Residential","AC Improved",11268,"Poor",439452
"SS-016190",63.33,"LAURISTON DR","ELROSE DR","END",329.5601,30,"Local","AC Improved",9886.803,"Fair",626131.23399
"SS-020792",81.36,"OTONO ST","DEL SOL BL","MARCWADE CT",175.9318,36,"Residential","AC Improved",6333.5448,"Good",515297.204928
"SS-012774",62,"GROVE AV","HOLLISTER ST","ORO VISTA RD",943.0118,40,"Prime","AC Improved",37720.472,"Fair",2338669.264
"SS-026279",51,"TEQUILA WY","PLANTEL WY","POCITOS WY",296.0175,36,"Residential","AC Improved",10656.63,"Fair",543488.13
"SS-026027",51,"SWITZERLAND DR","GROVE AV","TOBOGGAN WY",274.9333,36,"Residential","AC Improved",9897.5988,"Fair",504777.5388
"SS-006510",61.3,"CARNELL AV","CARNELL CT","CLAVELITA ST",287.5432,36,"Residential","AC Improved",10351.5552,"Fair",634550.33376
"SS-003256",62.07,"AVNDA VENUSTO","ALTA CARMEL CT","AVNDA RORRAS",1197.748,38,"Major","AC Improved",45514.424,"Fair",2825080.29768
"SS-027509",78.13,"VERLANE DR","RENOWN DR","WALKDEN LN",549.6073,36,"Residential","AC Improved",19785.8628,"Good",1545869.460564
"SS-004406",75.97,"BLANDO CT","BEGIN","BLANDO LN",303.0001,30,"Residential","AC Improved",9090.003,"Good",690567.52791
"SS-028903",61.99,"WINDCREST LN","RANCHO CARMEL DR","CAPEWOOD LN",508.5417,40,"Residential","AC Improved",20341.668,"Fair",1260979.99932
"SS-004018",57.54,"BERGEN ST","ARVINELS AV","MABLE WY",896.2362,36,"Residential","AC Improved",32264.5032,"Fair",1856499.514128
"SS-015095",75.64,"KENDALL ST","CHALCEDONY ST","LAW ST",349.9843,40,"Local","AC Improved",13999.372,"Good",1058912.49808
"SS-018574",85.04,"MISSION CENTER RD","CAM DE LA REINA","HAZARD CENTER DR",1025.7676,55,"Major","AC Improved",56417.218,"Good",4797720.21872
"SS-010661",35.96,"EVERGREEN ST","ZOLA ST","END",175.5348,30,"Residential","PCC Jointed Concrete",5266.044,"Poor",189366.94224
"SS-028376",50.09,"WEBSTER AV","S FRANCIS ST","S 35TH ST",338.0149,40,"Residential","AC Improved",13520.596,"Fair",677246.65364
"SS-020140",42.33,"NORTHRUP DR","PARKDALE AV","KNIGHT DR",258.4511,40,"Residential","AC Improved",10338.044,"Fair",437609.40252
"SS-031024",52.37,"CATALINA BL","CHARLES ST","LOMALAND DR",270.2103,48,"Major","AC Improved",12970.0944,"Fair",679243.843728
"SS-031117",69,"TORREY SANTA FE RD","COOPER CANYON RD","CAM DEL SUR",2704.9544,60,"Residential","AC Improved",162297.264,"Fair",11198511.216
"SS-031118",30.18,"S 43RD ST","NORDICA AV","END",367.0439,56,"Collector","AC Improved",20554.4584,"Poor",620333.554512
"SS-031120",79.33,"AVNDA DE LAS VISTAS","VISTA SANTO TOMAS","OTAY VALLEY RD",974,40,"Collector","AC Improved",38960,"Good",3090696.8
"SS-031128",57,"VIA LANDINI","VIA AZUL","VIA MONTEVERDE",294.0213,34,"Residential","AC Improved",9996.7242,"Fair",569813.2794
"SS-031129",69,"VIA VIVALDI","VIA AZUL","VIA MANTOVA",252.2657,34,"Residential","AC Improved",8577.0338,"Fair",591815.3322
"SS-030772",69,"LAZANJA DR","VIA AREZZO","CAMTO LAZANJA",407.5344,40,"Residential","AC Improved",16301.376,"Fair",1124794.944
"SS-031139",79.26,"CAM DEL SUR","LAZANJA DR","VIA VERRAZZANO",1412.043,70,"Major","AC Improved",98843.01,"Good",7834296.9726
"SS-031143",57,"VIA BETTONA","VIA MONTEVERDE","VIA VERRAZZANO",179.9604,34,"Residential","AC Improved",6118.6536,"Fair",348763.2552
"SS-031158",69,"TORREY SANTA FE RD","LATIGO CANYON PL","TORREY MEADOWS DR",690.7031,60,"Residential","AC Improved",41442.186,"Fair",2859510.834
"SS-031199",57,"FRESCO LN","TORREY SANTA FE RD","SHERBOURNE LN",212.9006,30,"Residential","AC Improved",6387.018,"Fair",364060.026
"SS-031606",100,"BALBOA DR","QUINCE DR","06TH AV",1701.8926,30,"Collector","AC Improved",51056.778,"Good",5105677.8
"SS-031609",45.18,"58TH ST","UNIVERSITY AV","UNIVERSITY (FTG) AV",116.7308,30,"Collector","AC Improved",3501.924,"Fair",158216.92632
"SS-031561",57,"ISLAND KETCH CT","BEGIN","SEAGREEN PL",166.9988,36,"Residential","AC Improved",6011.9568,"Fair",342681.5376
"SS-031677",84.6,"BELLE CREST WY","BEGIN","GOLDEN SANDS PL",276,36,"Residential","AC Improved",9936,"Good",840585.6
"SS-031902",75.86,"PENNY  LN","NEW PARK TR","VIA MONTECRISTO",227.2893,30,"Residential","AC Improved",6818.679,"Good",517264.98894
"SS-009538",19.35,"DUNEMERE DR","MONTE VISTA AV","END",271.0225,20,"Residential","AC Improved",5420.45,"Poor",104885.7075
"SS-012460",78.36,"GRAHAM ST","GRESHAM ST","RIVIERA DR",304.9099,30,"Residential","AC Improved",9147.297,"Good",716782.19292
"SS-004507",64.81,"BODEGA WY","BEGIN","FRONDOSO DR",91.0001,30,"Residential","AC Improved",2730.003,"Fair",176931.49443
"SS-006327",55.64,"CARLOTA ST","BEGIN","RAJU ST",246.546,36,"Residential","AC Improved",8875.656,"Fair",493841.49984
"SS-023864",53.69,"SABRE SPRINGS PY","EVENING CREEK E DR","SR-56 EB OFF RA",1065.8279,88,"Collector","AC Improved",93792.8552,"Fair",5035738.395688
"SS-014213",81.3,"IRELAND LN","DUFRESNE PL","DUFRESNE WY",630.76,36,"Residential","AC Improved",22707.36,"Good",1846108.368
"SS-004875",76.81,"BRIDGEWOOD WY","SPRINGHURST DR","BLANTON LN",332.2279,36,"Residential","AC Improved",11960.2044,"Good",918663.299964
"SS-013736",84.3,"HOPSEED LN","BRASSICA ST","END",694.453,30,"Residential","AC Improved",20833.59,"Good",1756271.637
"SS-030624",75.6,"VERANDA CT","SABRE SPRINGS PY","TRAILBROOK LN",207.5213,36,"Residential","AC Improved",7470.7668,"Good",564789.97008
"SS-021474",64.54,"PATHOS LN","FOUCAUD WY","DAUCUS CT",948.6543,36,"Residential","AC Improved",34151.5548,"Fair",2204141.346792
"SS-028178",46.14,"WAGNER PL","WAGNER AV","END",141.0319,30,"Residential","AC Improved",4230.957,"Fair",195216.35598
"SS-018656",76.67,"MISSOURI ST","LAMONT ST","END",626.3009,36,"Local","AC Improved",22546.8324,"Good",1728665.640108
"SS-009185",56.69,"DIAMOND ST","GRESHAM ST","HAINES ST",575.052,40,"Prime","AC Improved",23002.08,"Fair",1303987.9152
"SS-013073",62.49,"HARJOAN AV","ESCONDIDO AV","ELYSSEE ST",731.6634,36,"Residential","AC Improved",26339.8824,"Fair",1645979.251176
"SS-008929",51.12,"DEL CERRO BL","CAVITE CT","EDINBURGH CT",336.978,40,"Residential","PCC Jointed Concrete",13479.12,"Fair",689052.6144
"SS-016182",53.09,"LAURETTA ST","COLUSA ST","EUREKA ST",501.0998,40,"Residential","AC Improved",20043.992,"Fair",1064135.53528
"SS-012056",28.03,"GEORGIA ST","MADISON AV","SPALDING PL",354.0059,44,"Residential","AC Improved",15576.2596,"Poor",436602.556588
"SS-019891",54.44,"NIAGARA AV","SANTA BARBARA ST","GUIZOT ST",664.8096,40,"Residential","PCC Jointed Concrete",26592.384,"Fair",1447689.38496
"SS-005220",53.16,"C ST","07TH AV","08TH AV",281.0072,15,"Residential","AC Improved",4215.108,"Fair",224075.14128
"SS-004012",55.32,"BENSON AV","68TH ST","REXVIEW DR",346.1748,28,"Residential","AC Improved",9692.8944,"Fair",536210.918208
"SS-001536",57.74,"69TH ST","SKYLINE DR","ELY CR",371.0053,40,"Residential","AC Improved",14840.212,"Fair",856873.84088
"SS-022302",76.79,"POTOMAC ST","MORNINGSIDE ST","REO DR",329.427,40,"Collector","AC Improved",13177.08,"Good",1011867.9732
"SS-017384",47.99,"MANYA CR","BEGIN","MANYA ST",138.0906,60,"Residential","AC Improved",8285.436,"Fair",397618.07364
"SS-005344",53.22,"CAGAYAN AV","BINDAY WY","MINDANAO WY",194.3857,40,"Residential","AC Improved",7775.428,"Fair",413808.27816
"SS-007481",86.02,"COCHRAN AV","FOSS ST","CHANUTE ST",364.0126,36,"Local","AC Improved",13104.4536,"Good",1127245.098672
"SS-006927",78.83,"CHANUTE ST","DOOLITTLE AV","LE MAY AV",252.4738,36,"Local","AC Improved",9089.0568,"Good",716490.347544
"SS-021752",82.19,"PICCARD AV","GATTY ST","CHANUTE ST",250.0182,36,"Local","AC Improved",9000.6552,"Good",739763.850888
"SS-021753",79,"PICCARD AV","CHANUTE ST","BYRD ST",244.9998,36,"Local","AC Improved",8819.9928,"Good",696779.4312
"SS-005208",40.33,"BYRD ST","TWINING AV","SHEPHERD LN",255.0077,36,"Residential","AC Improved",9180.2772,"Fair",370240.579476
"SS-022089",43.28,"POIPU WY","MABUHAY WY","LEILANI WY",1285.2009,32,"Residential","AC Improved",41126.4288,"Fair",1779951.838464
"SS-016283",82.82,"LEILANI WY","MOLOKAI WY","POIPU WY",278.0073,36,"Residential","AC Improved",10008.2628,"Good",828884.325096
"SS-016284",80.31,"LEILANI WY","POIPU WY","WAILEA WY",254.008,36,"Residential","AC Improved",9144.288,"Good",734377.76928
"SS-030472",69,"OFFSHORE PT","BEGIN","RED SAILS WY",148.5636,36,"Residential","AC Improved",5348.2896,"Fair",369031.9824
"SS-024889",82.94,"SHEPHERD LN","BYRD ST","LEMONSEED DR",99.6952,36,"Residential","AC Improved",3589.0272,"Good",297673.915968
"SS-016298",82.12,"LEMONSEED DR","SHEPHERD LN","DELCARDO AV",876.745,36,"Residential","AC Improved",31562.82,"Good",2591938.7784
"SS-021033",59.31,"PALM (SB) AV","HAWAII AV","REEF DR",868.0094,72,"Major","AC Improved",62496.6768,"Fair",3706677.901008
"SS-009478",5,"DRUCELLA ST","BEGIN","HARRIS AV",142.0564,20,"Residential","AC Unimproved",2841.128,"Poor",14205.64
"SS-000405",46.6,"16TH (SB) ST","PALM (SB) AV","DAHLIA (SB) AV",342,40,"Residential","AC Improved",13680,"Fair",637488
"SS-008575",39,"DAHLIA (SB) AV","16TH (SB) ST","THERMAL AV",767.0529,36,"Residential","AC Improved",27613.9044,"Poor",1076942.2716
"SS-012752",43.03,"GROGAN CT","GROGAN CR","END",89.0223,40,"Residential","AC Improved",3560.892,"Fair",153225.18276
"SS-009336",60,"DONAX AV","THERMAL AV","18TH ST",660,36,"Residential","AC Improved",23760,"Fair",1425600
"SS-022313",52.91,"POWAY RD","SPRINGHURST DR","CITY BOUNDARY",1050.7747,80,"Major","AC Improved",84061.976,"Fair",4447719.15016
"SS-028748",86.33,"WIGHTMAN ST","ARIZONA ST","ARNOLD AV",348.1615,40,"Residential","AC Improved",13926.46,"Good",1202271.2918
"SS-022927",78.47,"REDWOOD ST","FAIRMOUNT AV","44TH ST",318.0782,40,"Collector","AC Improved",12723.128,"Good",998383.85416
"SS-029450",43.61,"S 38TH ST","ALPHA ST","BETA ST",335.7509,40,"Collector","AC Improved",13430.036,"Fair",585683.86996
"SS-023125",75.31,"RHODE ISLAND ST","BEGIN","HOFFMAN ST",537.7189,25,"Residential","AC Improved",13442.9725,"Good",1012390.258975
"SS-018763",23.65,"MONROE AV","38TH ST","39TH ST",185.0318,36,"Residential","AC Improved",6661.1448,"Poor",157536.07452
"SS-007184",85.18,"CHURCHWARD ST","MANZANARES WY","DREAM ST",363.1424,40,"Collector","AC Improved",14525.696,"Good",1237298.78528
"SS-032152",100,"LAURELCREST DR","STALLION RUN PL","STALLION RUN PL",224.8161,30,"Residential","AC Improved",6744.483,"Good",674448.3
"SS-031420",87,"STARWOOD LN","HIDEAWAY LN","BROOKSIDE LN",1141.5102,34,"Prime","AC Improved",38811.3468,"Good",3376587.1716
"SS-031426",86.88,"BROOKSIDE LN","WESTLY LN","WESTLY LN",764.3812,36,"Local","AC Improved",27517.7232,"Good",2390739.791616
"SS-031430",86.17,"WILD MEADOW PL","STONEBRIDGE PY","FORTINO PT",929.4367,36,"Local","AC Improved",33459.7212,"Good",2883224.175804
"SS-031441",86.8,"SILVER OAK LN","BELLA ROSA RD","DOWNING LN",492.5514,36,"Local","AC Improved",17731.8504,"Good",1539124.61472
"SS-013516",26.13,"HIGHWOOD DR","LALLEY LN","REGNER RD",475.6572,40,"Residential","AC Improved",19026.288,"Poor",497156.90544
"SS-031448",100,"CAM SANTA FE","SUMMERS RIDGE RD","MIRATECH DR",1624.2068,87,"Major","AC Improved",141305.9916,"Good",14130599.16
"SS-031451",81.77,"GOLDEN HAVEN DR","RENAISSANCE AV","JUDICIAL DR",647.122,78,"Residential","AC Improved",50475.516,"Good",4127382.94332
"SS-031471",100,"TRUXTUN RD","LANING RD","W BAINBRIDGE RD",277.6187,40,"Local","AC Improved",11104.748,"Good",1110474.8
"SS-031549",82.5,"SEAGLEN WY","SANDY CAPE CT","SEAGREEN PL",371.8186,36,"Residential","AC Improved",13385.4696,"Good",1104301.242
"SS-012102",87.45,"GIBRALTAR CT","GIBRALTAR DR","MONTERO RD",305.1523,36,"Residential","AC Improved",10985.4828,"Good",960680.47086
"SS-032113",84.15,"ALMOND ORCHARD LN","CORDELIA CT","WHEATLAND PL",904.0734,30,"Local","AC Improved",27122.202,"Good",2282333.2983
"SS-005935",57.42,"CAM VUELO","CAM EMPARRADO","CTE ERIZO",626.3826,36,"Residential","AC Improved",22549.7736,"Fair",1294808.000112
"SS-012971",59.07,"HAMPSHIRE LN","CAMBERWELL LN","BEDFORDSHIRE CT",558.4545,20,"Residential","AC Improved",11169.09,"Fair",659758.1463
"SS-031894",86.55,"CONCORD RIDGE TR","WAYNE HILL","NEWTON HILL",256.0525,30,"Residential","AC Improved",7681.575,"Good",664840.31625
"SS-031896",100,"CONCORD RIDGE TR","PASEO MONTENERO","OXFORD HILL",257.0368,30,"Residential","AC Improved",7711.104,"Good",771110.4
"SS-028275",33.5,"WARING RD","I-8 RA","ADOBE FALLS RD",1475.4753,76,"Major","AC Improved",112136.1228,"Poor",3756560.1138
"SS-009111",42.87,"DERBY FARMS RD","BEGIN","SAN DIEGUITO RD",3139,40,"Local","AC Improved",125560,"Fair",5382757.2
"SS-003112",40.84,"AVNDA CORDILLERA","PASEO DEL VERANO NOR","CAM DE LA BRECCIA",221.195,20,"Residential","AC Improved",4423.9,"Fair",180672.076
"SS-031836",86.42,"VILLAGE CENTER LOOP RD","CARMEL VALLEY RD","END",2425.3908,80,"Collector","AC Improved",194031.264,"Good",16768181.83488
"SS-001062",60.64,"44TH ST","C ST","END",546.1107,36,"Residential","AC Improved",19659.9852,"Fair",1192181.502528
"SS-020352",44.55,"OCULTO RD","OCULTO WY","OCULTO CT",229.6313,36,"Residential","AC Improved",8266.7268,"Fair",368282.67894
"SS-011708",87.8,"GABARDA RD","HIGA PL","OPIMO DR",345.2162,36,"Residential","AC Improved",12427.7832,"Good",1091159.36496
"SS-007133",83.12,"CHICARITA CREEK RD","WOODRUSH CT","TIMBERGATE CR",251.7657,36,"Residential","AC Improved",9063.5652,"Good",753363.539424
"SS-008222",78.38,"CREEKWOOD LN","BRICKELLIA ST","CREEKWOOD CT",255.0959,36,"Residential","AC Improved",9183.4524,"Good",719798.999112
"SS-001645",64.81,"ACAMA CT","CALLE CRISTOBAL","PRAIRIE SHADOW RD",186.5502,36,"Local","AC Improved",6715.8072,"Fair",435251.464632
"SS-020881",83.91,"PACIFIC CANYON WY","SEACREST VIEW RD","OCEANVIEW RIDGE LN",401.7947,36,"Residential","AC Improved",14464.6092,"Good",1213725.357972
"SS-020356",60.72,"ODELL RD","DANCY RD","HANDEL WY",302.6928,36,"Residential","AC Improved",10896.9408,"Fair",661662.245376
"SS-013322",38.85,"HEMPHILL CT","BEGIN","HEMPHILL DR",162.693,30,"Residential","AC Improved",4880.79,"Poor",189618.6915
"SS-015314",79.18,"KNIGHT DR","BACKER RD","CAFFEY LN",254.1258,36,"Residential","AC Improved",9148.5288,"Good",724380.510384
"SS-007781",87.81,"CONDON DR","TONY DR","END",368.3593,30,"Residential","AC Improved",11050.779,"Good",970368.90399
"SS-005652",57,"CALLEJON QUINTANA","TRZA QUINTANA","END",105.3614,36,"Residential","AC Improved",3793.0104,"Fair",216201.5928
"SS-005980",18.8,"CAMPINA PL","LA JOLLA SCENIC S DR","END",167.3708,30,"Residential","AC Improved",5021.124,"Poor",94397.1312
"SS-019419",59.97,"MT LONGS DR","MT LA PLATTA DR","MT LA PALMA DR",253.671,36,"Residential","AC Improved",9132.156,"Fair",547655.39532
"SS-018164",22.14,"MESA COLLEGE DR","ASHFORD ST","WELLINGTON ST",221.8199,32,"Collector","AC Improved",7098.2368,"Poor",157154.962752
"SS-024855",78.49,"SHAWN AV","MELBOURNE DR","MISSION VILLAGE DR",276.0907,81,"Residential","AC Improved",22363.3467,"Good",1755299.082483
"SS-022964",24.5,"REED AV","BEGIN","OLIVER CT",91.2142,40,"Residential","AC Improved",3648.568,"Poor",89389.916
"SS-024202",83.74,"SANDMARK AV","ROOT ST","END",128.0001,40,"Residential","AC Improved",5120.004,"Good",428749.13496
"SS-016604",57.21,"LITTLEFIELD ST","GOLDFIELD ST","GOLDFIELD ST",233.2126,36,"Residential","AC Improved",8395.6536,"Fair",480315.342456
"SS-012419",100,"GOSHEN ST","RUBY ST","LINDA VISTA RD",171.2308,36,"Prime","AC Improved",6164.3088,"Good",616430.88
"SS-011344",52.68,"FORT STOCKTON DR","PALMETTO WY","STEPHENS ST",255.0001,40,"Collector","AC Improved",10200.004,"Fair",537336.21072
"SS-026542",27.56,"TITUS ST","HENRY ST","END",298.7198,30,"Residential","PCC Jointed Concrete",8961.594,"Poor",246981.53064
"SS-029961",34.75,"W PALM ST","CURLEW ST","DOVE ST",121.5222,30,"Residential","PCC Jointed Concrete",3645.666,"Poor",126686.8935
"SS-023858",48.66,"RYTKO ST","SAN VICENTE ST","ANZA DR",297.0063,36,"Residential","AC Improved",10692.2268,"Fair",520283.756088
"SS-012144",33.93,"GILMARTIN DR","PLAZA RIDGE RD","PARADISE VALLEY RD",306.6049,40,"Residential","PCC Jointed Concrete",12264.196,"Poor",416124.17028
"SS-017364",37.52,"MANOS DR","PETTIGO DR","LANDSCAPE DR",639.1093,36,"Local","AC Improved",23007.9348,"Poor",863257.713696
"SS-005371",56.8,"CALEB CT","BEGIN","VIA TONGA",290.9238,30,"Local","AC Improved",8727.714,"Fair",495734.1552
"SS-000387",80.23,"15TH (SB) ST","ELM AV","EVERGREEN AV",575.1743,36,"Residential","AC Improved",20706.2748,"Good",1661264.427204
"SS-022615",77.41,"RAEDEL DR","BARSANTI CT","RAEDEL CT",280.4346,40,"Residential","AC Improved",11217.384,"Good",868337.69544
"SS-025963",84.6,"SURFSIDE DR","COVE VIEW WY","SEA REEF DR",460.6059,36,"Residential","AC Improved",16581.8124,"Good",1402821.32904
"SS-026372",100,"THERMAL AV","ROYSTON DR","TAMARAND WY",253.0713,40,"Collector","AC Improved",10122.852,"Good",1012285.2
"SS-024615",85.2,"SEA REEF DR","SEA REEF PL","SEA DRIFT WY",175.0853,36,"Residential","AC Improved",6303.0708,"Good",537021.63216
"SS-021702",75.08,"PETERLYNN DR","BATEMAN AV","DARWIN AV",248.0183,36,"Residential","AC Improved",8928.6588,"Good",670363.702704
"SS-008732",55,"DARWIN AV","DARWIN PL","PICCARD AV",221,30,"Residential","AC Improved",6630,"Fair",364650
"SS-008003",79.8,"CORONADO (SB) AV","30TH (SB) ST","BEYER BL",222,52,"Major","AC Improved",11544,"Good",921211.2
"SS-008004",46.84,"CORONADO (SB) AV","I-5 NB OFF RA","25TH (SB) ST",239.0752,64,"Major","AC Improved",15300.8128,"Fair",716690.071552
"SS-017264",20.22,"MAJESTIC DR","FOREST GLEN RD","PICADOR BL",158.9161,40,"Residential","AC Improved",6356.644,"Poor",128531.34168
"SS-003149",46.36,"AVNDA DE LA MADRID","AVNDA DE LA CRUZ","CAM DE LAS SONRISAS",261.094,40,"Prime","AC Improved",10443.76,"Fair",484172.7136
"SS-030235",49.17,"INTERNATIONAL RD","ORO VISTA RD","PIKAKE ST",282.3262,40,"Prime","AC Improved",11293.048,"Fair",555279.17016
"SS-006488",86.41,"OLD CARMEL VALLEY RD","WHITE OAK LN","SANDOWN WY",1075.6305,43,"Major","AC Improved",46252.1115,"Good",3996644.954715
"SS-013747",78.65,"HORIZON WY","ELLENTOWN RD","LA JOLLA SHORES DR",606.0211,36,"Residential","AC Improved",21816.7596,"Good",1715888.14254
"SS-028200",78.12,"WALL ST","GIRARD AV","HERSCHEL AV",385.4677,52,"Residential","AC Improved",20044.3204,"Good",1565862.309648
"SS-022410",100,"PROMESA DR","PROMESA CR","SEDA DR",1337.9425,35,"Local","AC Improved",46827.9875,"Good",4682798.75
"SS-002907",47.54,"ASHER ST","LIETA ST","MORENCI ST",288.8055,36,"Residential","AC Improved",10396.998,"Fair",494273.28492
"SS-016757",39,"LOGAN AV","S 46TH ST","S 47TH ST",658,64,"Major","AC Improved",42112,"Poor",1642368
"SS-029427",39.92,"S 37TH ST","LOGAN AV","NATIONAL AV",381.0267,40,"Residential","AC Improved",15241.068,"Poor",608423.43456
"SS-022114",73.29,"POLK AV","SWIFT AV","35TH ST",382.6768,27,"Residential","AC Improved",10332.2736,"Good",757252.332144
"SS-031172",80.4,"SHERBOURNE LN","CANTABERRA CT","FRESCO LN",189.2366,30,"Residential","AC Improved",5677.098,"Good",456438.6792
"SS-031186",69,"CANYON GLEN CT","MESA CREST PL","END",362.0489,30,"Residential","AC Improved",10861.467,"Fair",749441.223
"SS-031209",80.2,"ESPRIT AV","COLDWATER CT","ETUDE RD",423.7199,40,"Residential","AC Improved",16948.796,"Good",1359293.4392
"SS-031855",77.1,"BRISTOL RIDGE TR","HAALAND GLEN","BRISTOL RIDGE LN",577.0023,32,"Residential","AC Improved",18464.0736,"Good",1423580.07456
"SS-021016",47.87,"PALITO CT","CABELA DR","END",109.6359,30,"Residential","AC Improved",3289.077,"Fair",157448.11599
"SS-031703",100,"GAMAY WY","CHAMBORD WY","SUNSTONE PE",422.17,34,"Residential","AC Improved",14353.78,"Good",1435378
"SS-032076",100,"CARMEL VALLEY RD","BLACK MTN RD","WINECREEK RD",8725.1262,102,"Major","AC Improved",889962.8724,"Good",88996287.24
"SS-011390",50.17,"FOUR GEE RD","CAM DEL SUR","END",381.9686,40,"Residential","AC Improved",15278.744,"Fair",766534.58648
"SS-032153",85.51,"LAURELCREST DR","STALLION RUN PL","MANORGATE DR",381.8986,30,"Residential","AC Improved",11456.958,"Good",979684.47858
"SS-001963",46.26,"ALACRAN CT","DUENDA RD","END",308.8188,30,"Residential","AC Improved",9264.564,"Fair",428578.73064
"SS-024956",35.57,"SHROPSHIRE LN","LOCKSLEY ST","CHETENHAM LN",507.6793,32,"Residential","AC Improved",16245.7376,"Poor",577860.886432
"SS-021998",75.54,"POBLADO CT","POBLADO RD","END",221.1847,30,"Residential","AC Improved",6635.541,"Good",501248.76714
"SS-009318",69,"DONAKER ST","EL VESTIDO ST","LA TRUCHA ST",219,40,"Residential","AC Improved",8760,"Fair",604440
"SS-016959",27.31,"LOZANA RD","DURANGO DR","RECUERDO DR",348.0495,40,"Major","AC Improved",13921.98,"Poor",380209.2738
"SS-024510",87.03,"SCRIPPS CREEK DR","WILLS CREEK RD","SPRUCE RUN DR",407.1586,40,"Major","AC Improved",16286.344,"Good",1417400.51832
"SS-025998",84.4,"SWAN LAKE DR","HEARTWOOD WY","STONEY WY",264.9732,36,"Residential","AC Improved",9539.0352,"Good",805094.57088
